,id,brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price
460,460,Hyundai,Palisade Calligraphy,2023,15500,Gasoline,291.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,50500
461,461,Toyota,Avalon XLS,2008,90625,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,None reported,Yes,2300
462,462,Chevrolet,Silverado 1500 Limited High Country,2022,79089,Gasoline,5.3L V8 16V GDI OHV,Automatic,Summit White,Jet Black,None reported,Yes,67190
463,463,Mitsubishi,Lancer Evolution GSR,2011,76500,Gasoline,291.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Black,Black,None reported,Yes,28000
464,464,Chevrolet,Camaro 1SS,2022,4000,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,50000
465,465,Land,Rover Range Rover 5.0L Supercharged Autobiography LWB,2020,56000,Gasoline,518.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Blue,None reported,Yes,49900
466,466,Land,Rover Discovery Sport S R-Dynamic,2020,38671,Gasoline,2.0L I4 16V GDI DOHC Turbo,9-Speed A/T,White,Black,None reported,Yes,35000
467,467,Rolls-Royce,Ghost Base,2021,850,Gasoline,563.0HP 6.7L 12 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,314900
468,468,Mercedes-Benz,AMG C 63 Base,2017,40950,Gasoline,469.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,39750
469,469,Ford,Transit-350 Base,2018,74582,Gasoline,275.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,23000
470,470,Mercedes-Benz,AMG C 43 Base 4MATIC,2018,45203,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,9-Speed Automatic,Black,Black,None reported,Yes,49999
471,471,MINI,Countryman Cooper S ALL4,2022,1800,Gasoline,181.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,46900
472,472,Lexus,GX 470 Base,2006,92861,Gasoline,263.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Silver,Gray,None reported,Yes,12500
473,473,Ford,F-150 Lariat,2012,80081,Gasoline,326.0HP 5.4L 12 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,12700
474,474,Lamborghini,Gallardo LP560-4,2010,45014,Gasoline,560.0HP 5.2L 10 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Black,None reported,Yes,41500
475,475,Jeep,Grand Cherokee Laredo,2011,149460,Gasoline,360.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,None reported,Yes,229900
476,476,Porsche,Cayenne Turbo,2015,52000,Gasoline,520.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,55000
477,477,Cadillac,Escalade ESV Luxury,2016,115872,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Brown,None reported,Yes,17200
478,478,Ford,F-150 Lariat,2013,62500,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,None reported,Yes,27000
479,479,Land,Rover Range Rover HSE,2011,170000,Gasoline,230.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Beige,None reported,Yes,6000
480,480,MINI,Cooper S Base,2010,83500,Gasoline,172.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,Yes,6500
481,481,Audi,A6 2.0T Premium Plus,2012,90818,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,7899
482,482,Dodge,Durango GT,2021,26881,Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,DB Black Clearcoat,Black,At least 1 accident or damage reported,Yes,30275
483,483,Honda,S2000 Base,1999,129999,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Red,At least 1 accident or damage reported,Yes,7495
484,484,Ford,Explorer Sport,2015,94500,Gasoline,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Gray,None reported,Yes,29000
485,485,Lincoln,MKX Base,2011,152000,Gasoline,265.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,6999
486,486,BMW,X5 xDrive35i,2008,120000,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Brown,None reported,Yes,6999
487,487,Lexus,IS 250 Base,2014,126700,Gasoline,204.0HP 2.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,14000
488,488,Mercedes-Benz,S-Class S 550,2016,78101,Gasoline,449.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,None reported,Yes,34500
489,489,Mercedes-Benz,CLA-Class CLA 250,2013,83315,Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,At least 1 accident or damage reported,Yes,19500
490,490,Land,Rover Range Rover Evoque Pure,2017,89000,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,At least 1 accident or damage reported,Yes,24000
491,491,Audi,A5 2.0T Premium Plus,2016,51300,Gasoline,220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,24500
492,492,Lexus,CT 200h Premium,2015,11563,Hybrid,134.0HP 1.8L 4 Cylinder Engine Gas/Electric Hybrid,CVT Transmission,Gray,Black,At least 1 accident or damage reported,Yes,11995
493,493,Volvo,XC90 T6 Momentum,2018,81200,Gasoline,316.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,At least 1 accident or damage reported,Yes,20995
494,494,Cadillac,Escalade Sport Platinum,2021,26000,Diesel,277.0HP 3.0L Straight 6 Cylinder Engine Diesel Fuel,10-Speed A/T,White,Black,None reported,Yes,104000
495,495,Ford,F-250 XLT,2021,48000,Diesel,450.0HP 6.7L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,White,Gray,None reported,Yes,51500
496,496,Toyota,Tundra SR5,2022,67400,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,41000
497,497,Chrysler,200 C,2016,123000,–,–,5-Speed A/T,White,White,At least 1 accident or damage reported,Yes,15000
498,498,BMW,X6 M50i,2022,22500,Gasoline,523.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,–,None reported,Yes,58900
499,499,Honda,Pilot EX-L,2016,50000,Gasoline,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,At least 1 accident or damage reported,Yes,24900
500,500,Ford,F-150 Lariat,2021,33812,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,Yes,38000
501,501,BMW,X6 xDrive35i,2018,27000,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,48990
502,502,Land,Rover Range Rover P530 SE SWB,2023,8755,Gasoline,523.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Brown,None reported,Yes,125900
503,503,Jeep,Wrangler Unlimited Rubicon,2016,38100,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,Black,None reported,Yes,21000
504,504,Ford,Fusion SE,2013,123500,Gasoline,175.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,11000
505,505,BMW,X5 xDrive50i,2015,76000,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,41500
506,506,Mercedes-Benz,E-Class E 350 4MATIC,2011,192000,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,11000
507,507,BMW,X5 xDrive40i,2014,70582,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,White,At least 1 accident or damage reported,Yes,15000
508,508,Audi,A8 L 3.0T,2018,65000,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Brown,None reported,Yes,33000
509,509,Cadillac,CTS 2.0L Turbo Luxury,2014,82900,Gasoline,265.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,18500
510,510,Audi,Q5 2.0T Premium Plus,2018,31000,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,28000
511,511,Dodge,Challenger SRT Hellcat,2020,12700,Gasoline,707.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,105000
512,512,Genesis,G90 5.0 Ultimate,2017,63500,Gasoline,420.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Brown,None reported,Yes,32900
513,513,Chevrolet,Corvette Z06,2016,13500,Gasoline,650.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,7-Speed M/T,Blue,Black,None reported,Yes,75000
514,514,BMW,M4 Base,2020,6785,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,White,None reported,Yes,66900
515,515,Lexus,IS 350 Base,2014,77300,Gasoline,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,None reported,Yes,41100
516,516,GMC,Sierra 2500 Denali,2016,96343,Diesel,445.0HP 6.6L 8 Cylinder Engine Diesel Fuel,9-Speed A/T,Blue,Black,None reported,Yes,28000
517,517,Audi,A3 2.0T Premium,2016,71273,Gasoline,220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,None reported,Yes,19950
518,518,Chevrolet,Corvette Stingray,2022,7458,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Red,None reported,Yes,51900
519,519,Mercedes-Benz,C-Class C 300 4MATIC,2019,23083,Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,33500
520,520,Ford,F-250 Platinum,2022,23850,Diesel,475.0HP 6.7L 8 Cylinder Engine Diesel Fuel,10-Speed A/T,Red,Black,None reported,Yes,56000
521,521,Chevrolet,Suburban LT,2019,51338,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,47900
522,522,Lexus,LC 500 Base,2018,61000,Gasoline,471.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Gray,Black,None reported,Yes,133500
523,523,Ford,Expedition Max Limited,2020,87500,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Gray,Black,None reported,Yes,35200
524,524,Mercedes-Benz,G-Class G 550 4MATIC,2016,71962,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,7-Speed Automatic,Black,Black,None reported,Yes,41688
525,525,Audi,S7 4.0T Premium Plus,2017,52500,Gasoline,450.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Gray,None reported,Yes,39999
526,526,Lexus,GX 460 Base,2018,52100,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Red,None reported,Yes,32000
527,527,BMW,328 i xDrive,2012,134602,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Beige,At least 1 accident or damage reported,Yes,13500
528,528,Lexus,RX 450h Base,2016,103866,Hybrid,245.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,A/T,Silver,Black,At least 1 accident or damage reported,Yes,16500
529,529,Ford,Edge Sport,2015,70000,Gasoline,305.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,26000
530,530,BMW,X2 xDrive28i,2018,66690,Gasoline,228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,24900
531,531,Mercedes-Benz,AMG GLE AMG GLE 63 S-Model 4MATIC,2018,76474,Gasoline,577.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,None reported,Yes,51999
532,532,Jeep,Gladiator Sport S,2022,43000,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Green,Black,None reported,Yes,46500
533,533,Porsche,Cayenne S,2013,110000,Gasoline,400.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Beige,None reported,Yes,9000
534,534,Nissan,350Z Enthusiast,2007,117000,Gasoline,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Beige,At least 1 accident or damage reported,Yes,9975
535,535,Audi,A3 2.0T Premium,2012,111564,Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Gray,None reported,Yes,11000
536,536,Cadillac,CTS 2.0L Turbo Luxury,2013,83000,Gasoline,265.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,14500
537,537,Toyota,Highlander Hybrid Limited Platinum,2019,13828,Hybrid,306.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,CVT Transmission,White,Beige,None reported,Yes,24200
538,538,BMW,M4 Competition xDrive,2018,3213,Gasoline,503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,20599
539,539,Toyota,Highlander SE,2019,48210,Gasoline,3.5L V6 24V PDI DOHC,6-Speed Automatic,Red,Black,None reported,Yes,30990
540,540,Land,Rover Range Rover 5.0L Supercharged,2017,101800,E85 Flex Fuel,510.0HP 5.0L 8 Cylinder Engine Flex Fuel Capability,A/T,Black,Black,At least 1 accident or damage reported,Yes,17500
541,541,Chevrolet,Corvette Stingray w/3LT,2023,2500,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,93999
542,542,BMW,740 i,2016,60000,Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,55000
543,543,Chevrolet,Silverado 1500 Z71 Extended Cab,2004,185000,Gasoline,295.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Red,Gray,At least 1 accident or damage reported,Yes,8550
544,544,Porsche,911 Carrera,2020,19800,Gasoline,379.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,None reported,Yes,94999
545,545,Honda,Accord EX-L,2014,80000,Gasoline,185.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,14500
546,546,Cadillac,XTS Luxury,2014,112465,Gasoline,304.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,At least 1 accident or damage reported,Yes,10499
547,547,INFINITI,QX60 Base,2014,136000,Gasoline,265.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,11000
548,548,Ford,Transit-350 Base,2015,150000,Gasoline,310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,29500
549,549,Jaguar,XK8 Base,2001,130000,Gasoline,290.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Green,Beige,None reported,Yes,14950
550,550,BMW,M3 CS,2020,28399,Gasoline,543.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,44900
551,551,Kia,Telluride SX,2020,69487,Gasoline,291.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,Orange,Black,At least 1 accident or damage reported,Yes,32000
552,552,Mercedes-Benz,Metris Base,2018,10500,Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Beige,None reported,Yes,28000
553,553,Mazda,CX-30 Premium Package,2021,27836,Gasoline,2.5L I4 16V GDI DOHC,8-Speed Automatic,Snowflake White Pearl,Black,None reported,Yes,36969
554,554,Honda,CR-V EX,2004,156350,Gasoline,160.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,At least 1 accident or damage reported,Yes,7450
555,555,Mazda,MX-5 Miata Base,1998,141775,Gasoline,140.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Blue,Beige,At least 1 accident or damage reported,Yes,6800
556,556,Hyundai,Tucson SE,2006,16200,Gasoline,173.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,At least 1 accident or damage reported,Yes,4995
557,557,Jeep,Wrangler Unlimited,2005,146000,Gasoline,190.0HP 4.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Red,Gray,At least 1 accident or damage reported,Yes,15900
558,558,Hyundai,Tucson Limited,2019,56910,Gasoline,175.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Beige,None reported,Yes,37300
559,559,Lexus,RX 350 Base,2009,170000,Gasoline,275.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Beige,Beige,At least 1 accident or damage reported,Yes,8950
560,560,Cadillac,Escalade ESV Luxury,2016,50000,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,29000
561,561,Cadillac,Escalade Premium,2013,101453,E85 Flex Fuel,403.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Blue,Gold,None reported,Yes,30500
562,562,BMW,Z4 3.0i Roadster,2011,239000,Gasoline,215.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,7000
563,563,Kia,K5 GT-Line,2022,22101,Gasoline,1.6L I4 16V GDI DOHC Turbo,Automatic,Glacial White Pearl,Black,None reported,Yes,23998
564,564,Honda,Pilot EX-L,2020,18500,Gasoline,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,None reported,Yes,29000
565,565,Cadillac,ATS 3.6L Luxury,2018,53500,Gasoline,321.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,28900
566,566,Dodge,Durango R/T,2016,118000,Gasoline,360.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,12500
567,567,BMW,M4 Base,2015,74000,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,26000
568,568,Porsche,Cayenne GTS,2016,64600,Gasoline,440.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Red,None reported,Yes,42000
569,569,Ford,F-150 XLT,2019,53401,Gasoline,325.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Black,None reported,Yes,33500
570,570,Nissan,350Z Touring,2008,110750,Gasoline,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,At least 1 accident or damage reported,Yes,16000
571,571,BMW,335 i,2012,123500,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,10900
572,572,RAM,1500 Big Horn,2021,22457,Gasoline,3.6L V6 24V MPFI DOHC,Automatic,Maximum Steel Metallic,Black,None reported,Yes,41741
573,573,Ford,Bronco Badlands Advanced,2022,4200,Gasoline,315.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Gray,At least 1 accident or damage reported,Yes,22500
574,574,Chevrolet,S-10 LS Crew Cab,2001,167000,Gasoline,190.0HP 4.3L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,None reported,Yes,8000
575,575,Dodge,Viper GTC,2013,76500,Gasoline,645.0HP 8.4L 10 Cylinder Engine Gasoline Fuel,M/T,Red,Black,None reported,Yes,5699
576,576,BMW,M3 Base,2001,60000,Gasoline,333.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Gray,At least 1 accident or damage reported,Yes,25000
577,577,BMW,Z4 sDrive28i,2014,96000,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,At least 1 accident or damage reported,Yes,8500
578,578,Ford,Expedition Max Limited,2019,51354,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Beige,None reported,Yes,19975
579,579,Ford,Edge Sport,2016,89352,Gasoline,315.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,21400
580,580,RAM,2500 Tradesman,2019,52000,Diesel,350.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,6-Speed A/T,Gray,Gray,None reported,Yes,42000
581,581,BMW,335 i,2011,122600,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Red,Beige,At least 1 accident or damage reported,Yes,12995
582,582,Chevrolet,Corvette Stingray w/2LT,2021,9200,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Black,None reported,Yes,35000
583,583,Lamborghini,Huracan LP610-4,2017,6987,Gasoline,5.2L V10 40V GDI DOHC,7-Speed Automatic with Auto-Shift,Blue Caelum,Nero Ade,None reported,Yes,185500
584,584,BMW,428 i xDrive SULEV,2015,112000,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Brown,At least 1 accident or damage reported,Yes,24000
585,585,Ford,Expedition Timberline,2023,3421,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Dark Matter Metallic,Black Onyx,None reported,Yes,84620
586,586,Jeep,Liberty Renegade,2011,162482,Gasoline,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Beige,None reported,Yes,10340
587,587,Toyota,FJ Cruiser Base,2011,149000,Gasoline,239.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Brown,Beige,None reported,Yes,17900
588,588,Ford,F-150 XLT,2020,67650,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Blue,Gray,None reported,Yes,36000
589,589,Cadillac,Escalade ESV Luxury,2016,112000,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Beige,None reported,Yes,35500
590,590,Rolls-Royce,Ghost Base,2017,79000,Gasoline,563.0HP 6.7L 12 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,30000
591,591,Mazda,MX-5 Miata Base,1997,63850,Gasoline,140.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,White,Black,None reported,Yes,16900
592,592,Honda,S2000 Base,2014,142314,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,35500
593,593,Lexus,IS 300 Base,2013,101387,Gasoline,260.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,28500
594,594,Cadillac,Escalade Luxury,2013,95570,E85 Flex Fuel,403.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,A/T,White,Beige,None reported,Yes,23500
595,595,Ford,Mustang GT Premium,2010,90000,Gasoline,412.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Black,Black,None reported,Yes,9000
596,596,Porsche,718 Cayman GT4,2020,8800,Gasoline,414.0HP 4.0L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,None reported,Yes,68000
597,597,BMW,440 i xDrive,2016,77000,Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Red,At least 1 accident or damage reported,Yes,42000
598,598,Audi,Q5 2.0T Premium,2012,120000,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,–,–,None reported,Yes,16000
599,599,Acura,ZDX Base,2008,106335,Gasoline,300.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,At least 1 accident or damage reported,Yes,14500
600,600,Toyota,FJ Cruiser Base,2014,86000,Gasoline,260.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,13500
601,601,BMW,M3 Base,2015,106000,Gasoline,420.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,119999
602,602,Lincoln,Navigator Reserve,2018,54000,Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Red,Brown,None reported,Yes,47350
603,603,Alfa,Romeo Giulia Ti,2019,41000,Gasoline,280.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Red,None reported,Yes,51999
604,604,Lincoln,MKT Base,2016,96000,Gasoline,303.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,12000
605,605,Mercedes-Benz,M-Class ML 350 4MATIC,2015,88000,E85 Flex Fuel,302.0HP 3.5L V6 Cylinder Engine Flex Fuel Capability,7-Speed A/T,Blue,Gray,None reported,Yes,16500
606,606,Jeep,Wrangler Unlimited Sahara,2018,81200,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,26485
607,607,BMW,TT 1.8T,2014,78007,Gasoline,180.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,14900
608,608,Ford,Fusion SE,2012,199296,Gasoline,175.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,19998
609,609,BMW,X5 xDrive35i,2017,99769,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,18000
610,610,INFINITI,QX60 Base,2017,89106,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Beige,At least 1 accident or damage reported,Yes,30000
611,611,Jaguar,XF Luxury,2006,35134,Gasoline,300.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Gray,None reported,Yes,18500
